raw_voters,reg,tik,valid_ballots,invalid_ballots,population,population_group,sum,sum_city,population_density
292,Псковская область,Новосокольническая,199,3,10733,4,202,1543,0.13
2068,Псковская область,Псковская,685,18,36215,4,703,1543,0.46
525,Псковская область,Себежская,223,7,14087,4,230,1543,0.15
2768,Республика Адыгея (Адыгея),Майкопская городская,1091,21,131966,5,1112,1112,1.0
3021,Республика Алтай,Горно-Алтайская городская,1008,17,43477,4,1025,1091,0.94
167,Республика Алтай,Усть-Коксинская,64,2,12288,4,66,1091,0.06
1244,Республика Башкортостан,Давлекановская,843,25,30080,4,868,14617,0.06
1575,Республика Башкортостан,"Уфа, Кировская",1167,7,126760,5,1174,14617,0.08
80,Республика Башкортостан,Чекмагушевская,77,0,22863,4,77,14617,0.01
88,Республика Башкортостан,Белокатайская,82,0,14197,4,82,14617,0.01
151,Республика Башкортостан,Бураевская,123,11,18143,4,134,14617,0.01
1050,Республика Башкортостан,Кушнаренковская,880,0,22376,4,880,14617,0.06
127,Республика Башкортостан,Салаватская,124,0,19553,4,124,14617,0.01
2392,Республика Башкортостан,Уфимская (4),1787,14,35945,4,1801,14617,0.12
1753,Республика Башкортостан,Иглинская,1326,5,47466,4,1331,14617,0.09
2408,Республика Башкортостан,"Уфа, Октябрьская",1915,7,172430,6,1922,14617,0.13
1138,Республика Башкортостан,Дюртюлинская,792,5,46788,4,797,14617,0.05
850,Республика Башкортостан,Краснокамская,675,9,75132,5,684,14617,0.05
413,Республика Башкортостан,Туймазинская,401,1,94691,5,402,14617,0.03
624,Республика Башкортостан,Абзелиловская,299,0,33937,4,299,14617,0.02
537,Республика Башкортостан,Зианчуринская,510,0,20738,4,510,14617,0.03
113,Республика Башкортостан,Куюргазинская,106,0,17627,4,106,14617,0.01
1972,Республика Башкортостан,Сибайская городская,1524,12,41421,4,1536,14617,0.11
271,Республика Башкортостан,Альшеевская,261,2,31109,4,263,14617,0.02
346,Республика Башкортостан,Бижбулякская,340,0,17771,4,340,14617,0.02
931,Республика Башкортостан,Ишимбайская,815,13,66784,5,828,14617,0.06
1554,Республика Башкортостан,Стерлитамакская городская,444,15,203037,6,459,14617,0.03
515,Республика Бурятия,Джидинская,303,11,17943,4,314,4190,0.07
1109,Республика Бурятия,Иволгинская,359,7,40484,4,366,4190,0.09
3154,Республика Бурятия,Кяхтинская,2670,52,26532,4,2722,4190,0.65
824,Республика Бурятия,Тарбагатайская,540,12,16087,4,552,4190,0.13
265,Республика Бурятия,"Улан-Удэ, Октябрьская",217,19,138837,5,236,4190,0.06
1070,Республика Дагестан,Кизилюртовская городская,1011,0,24992,4,1011,8164,0.12
1752,Республика Дагестан,"Махачкала, Советская",1393,0,91173,5,1393,8164,0.17
1851,Республика Дагестан,Дагогнинская городская,1628,0,22594,4,1628,8164,0.2
2433,Республика Дагестан,Карабудахкентская,2152,0,52072,5,2152,8164,0.26
451,Республика Дагестан,Сергокалинская,412,0,20570,4,412,8164,0.05
426,Республика Дагестан,Хивская,385,0,13710,4,385,8164,0.05
17,Республика Дагестан,Ботлихская,16,0,28596,4,16,8164,0.0
276,Республика Дагестан,Гунибская,182,0,16275,4,182,8164,0.02
496,Республика Дагестан,Курахская,487,0,10257,4,487,8164,0.06
271,Республика Дагестан,Рутульская,229,0,14946,4,229,8164,0.03
165,Республика Дагестан,Хунзахская,138,0,22494,4,138,8164,0.02
139,Республика Дагестан,Чародинская,131,0,8770,4,131,8164,0.02
1604,Республика Ингушетия,Назрановская,1365,3,58682,5,1368,1368,1.0
535,Республика Калмыкия,Сарпинская,182,7,8188,4,189,189,1.0
166,Республика Карелия,Кемская,63,5,12597,4,68,1110,0.06
2334,Республика Карелия,Петрозаводская городская №1,952,24,108274,5,976,1110,0.88
165,Республика Карелия,Пряжинская,65,1,12466,4,66,1110,0.06
2032,Республика Коми,Вуктыльская городская,775,35,10184,4,810,2010,0.4
90,Республика Коми,Прилузская,65,1,16382,4,66,2010,0.03
2392,Республика Коми,Сыктывкарская городская,925,21,148801,5,946,2010,0.47
538,Республика Коми,Усть-Куломская,185,3,21097,4,188,2010,0.09
772,Республика Крым,Бахчисарайская,416,15,72752,5,431,5169,0.08
2043,Республика Крым,Симферопольская - 19,555,16,48414,4,571,5169,0.11
3194,Республика Крым,Керченская городская,1910,61,106485,5,1971,5169,0.38
237,Республика Крым,Ленинская,147,1,245986,6,148,5169,0.03
2137,Республика Крым,Симферопольская - 20,1147,30,49772,4,1177,5169,0.23
1973,Республика Крым,Евпаторийская городская,733,22,87407,5,755,5169,0.15
150,Республика Крым,Сакская,115,1,61840,5,116,5169,0.02
1893,Республика Марий Эл,Волжская городская,745,17,257014,6,762,2533,0.3
2490,Республика Марий Эл,Йошкар-Олинская городская № 1,976,20,104003,5,996,2533,0.39
1303,Республика Марий Эл,Медведевская,601,11,57780,5,612,2533,0.24
295,Республика Марий Эл,Юринская,158,5,6169,4,163,2533,0.06
650,Республика Мордовия,Дубенская,537,0,19540,4,537,1798,0.3
340,Республика Мордовия,Ковылкинская,286,0,29402,4,286,1798,0.16
1625,Республика Мордовия,Октябрьская,730,11,308508,6,741,1798,0.41
322,Республика Мордовия,Рузаевская,217,17,47811,4,234,1798,0.13
941,Республика Саха (Якутия),Алданская,403,11,32959,4,414,1140,0.36
522,Республика Саха (Якутия),Горная,380,1,6927,4,381,1140,0.33
408,Республика Саха (Якутия),Намская,242,8,15754,4,250,1140,0.22
78,Республика Саха (Якутия),Сунтарская,56,0,15880,4,56,1140,0.05
48,Республика Саха (Якутия),Чурапчинская,39,0,14329,4,39,1140,0.03
278,Республика Северная Осетия - Алания,ТИК Алагирского района,235,2,28120,4,237,3200,0.07
2811,Республика Северная Осетия - Алания,ТИК Моздокского района,1575,41,58518,5,1616,3200,0.5
1505,Республика Северная Осетия - Алания,ТИК Пригородного района,1347,0,76509,5,1347,3200,0.42
1976,Республика Татарстан (Татарстан),"Казань, Приволжская",811,28,195525,6,839,13566,0.06
542,Республика Татарстан (Татарстан),Лаишевская,535,0,40152,4,535,13566,0.04
379,Республика Татарстан (Татарстан),Сабинская,367,1,23955,4,368,13566,0.03
219,Республика Татарстан (Татарстан),Атнинская,209,2,9826,4,211,13566,0.02
1025,Республика Татарстан (Татарстан),Высокогорская,927,11,42511,4,938,13566,0.07
1889,Республика Татарстан (Татарстан),"Казань, Кировская",1166,23,92311,5,1189,13566,0.09
424,Республика Татарстан (Татарстан),Тетюшская,418,2,16466,4,420,13566,0.03
190,Республика Татарстан (Татарстан),Заинская,181,1,10144,4,182,13566,0.01
2634,Республика Татарстан (Татарстан),Нижнекамская городская,1441,61,171584,6,1502,13566,0.11
176,Республика Татарстан (Татарстан),Черемшанская,171,0,14144,4,171,13566,0.01
464,Республика Татарстан (Татарстан),Актанышская,460,0,21692,4,460,13566,0.03
2763,Республика Татарстан (Татарстан),"Набережные Челны, Комсомольская",2329,22,111013,5,2351,13566,0.17
375,Республика Татарстан (Татарстан),Азнакаевская,340,1,20516,4,341,13566,0.03
78,Республика Татарстан (Татарстан),Альметьевская городская,78,0,114447,5,78,13566,0.01
752,Республика Татарстан (Татарстан),Лениногорская,706,1,15564,4,707,13566,0.05
2674,Республика Татарстан (Татарстан),"Казань, Авиастроительная",1721,16,89704,5,1737,13566,0.13
2714,Республика Татарстан (Татарстан),"Казань, Советская",1524,13,246285,6,1537,13566,0.11
2643,Республика Тыва,Кызылская городская,1495,17,75080,5,1512,1512,1.0
2098,Республика Хакасия,Абаканская городская,721,17,132218,5,738,1037,0.71
195,Республика Хакасия,Орджоникидзевская,105,6,8925,4,111,1037,0.11
580,Республика Хакасия,Ширинская,182,6,20875,4,188,1037,0.18
427,Ростовская область,Кагальницкая,187,0,22956,4,187,7915,0.02
640,Ростовская область,Сальская,199,0,78075,5,199,7915,0.03
1149,Ростовская область,Азовская городская,488,5,57905,5,493,7915,0.06
2066,Ростовская область,"Ростов-на-Дону, Советская",725,6,134396,5,731,7915,0.09
469,Ростовская область,Неклиновская,170,7,71631,5,177,7915,0.02
1838,Ростовская область,Таганрогская городская (западная),523,14,105617,5,537,7915,0.07
2053,Ростовская область,Новочеркасская городская,652,13,118153,5,665,7915,0.08
1051,Ростовская область,Белокалитвинская,675,0,71822,5,675,7915,0.09
1497,Ростовская область,Каменск-Шахтинская городская,656,12,64117,5,668,7915,0.08
503,Ростовская область,Миллеровская,259,6,48605,4,265,7915,0.03
519,Ростовская область,Чертковская,407,0,24534,4,407,7915,0.05
838,Ростовская область,Красносулинская,594,0,53607,5,594,7915,0.08
2204,Ростовская область,Шахтинская городская,547,5,156229,6,552,7915,0.07
1445,Ростовская область,Волгодонская городская,503,17,117569,5,520,7915,0.07
1526,Ростовская область,Морозовская,610,13,30218,4,623,7915,0.08
1402,Ростовская область,Цимлянская,609,13,25697,4,622,7915,0.08
662,Рязанская область,Кадомская,330,4,6031,4,334,2823,0.12
2534,Рязанская область,"Рязань, Московская",798,18,138159,5,816,2823,0.29
198,Рязанская область,Шацкая,174,0,17319,4,174,2823,0.06
1146,Рязанская область,Захаровская,668,3,7723,4,671,2823,0.24
701,Рязанская область,Рязанская - 157,322,5,17530,4,327,2823,0.12
588,Рязанская область,Скопинская,498,3,20203,4,501,2823,0.18
1818,Самарская область,Волжская - 158,1546,0,39847,4,1546,8257,0.19
1877,Самарская область,"Самара, Куйбышевская",570,16,66395,5,586,8257,0.07
2001,Самарская область,"Тольятти, Автозаводская",688,27,330862,6,715,8257,0.09
447,Самарская область,"Тольятти, Центральная",423,5,119300,5,428,8257,0.05
2741,Самарская область,Красноярская,1048,51,66222,5,1099,8257,0.13
2035,Самарская область,"Самара, Кировская",1243,25,175908,6,1268,8257,0.15
2309,Самарская область,Безенчукская,945,28,29274,4,973,8257,0.12
397,Самарская область,Ставропольская - 161,215,4,10443,4,219,8257,0.03
507,Самарская область,Хворостянская,499,0,10485,4,499,8257,0.06
640,Самарская область,Кинель-Черкасская,306,11,29892,4,317,8257,0.04
1787,Самарская область,"Самара, Промышленная",593,14,205474,6,607,8257,0.07
1181,Саратовская область,Петровская,559,11,94728,5,570,5931,0.1
1824,Саратовская область,"Саратов, Ленинская",876,0,207581,6,876,5931,0.15
998,Саратовская область,Балаковская,379,6,154813,6,385,5931,0.06
451,Саратовская область,Дергачевская,395,0,15400,4,395,5931,0.07
888,Саратовская область,Перелюбская,390,15,11018,4,405,5931,0.07
566,Саратовская область,Аркадакская,410,2,17082,4,412,5931,0.07
178,Саратовская область,Екатериновская,102,0,13347,4,102,5931,0.02
892,Саратовская область,Ртищевская,385,5,39421,4,390,5931,0.07
1343,Саратовская область,Турковская,781,16,8649,4,797,5931,0.13
1291,Саратовская область,Новоузенская,595,6,21583,4,601,5931,0.1
1921,Саратовская область,Энгельсская,991,7,218814,6,998,5931,0.17
1093,Сахалинская область,Долинская,481,15,19904,4,496,1003,0.49
275,Сахалинская область,Охинская,137,3,19482,4,140,1003,0.14
1155,Сахалинская область,Южно-Сахалинская городская,359,8,151057,6,367,1003,0.37
1684,Свердловская область,"Екатеринбург, Верх-Исетская",643,18,182120,6,661,9298,0.07
1748,Свердловская область,"Екатеринбург, Ленинская",810,27,163460,6,837,9298,0.09
2571,Свердловская область,"Екатеринбург, Чкаловская",1033,27,205928,6,1060,9298,0.11
973,Свердловская область,Сысертская,421,13,55056,5,434,9298,0.05
1952,Свердловская область,"Екатеринбург, Кировская",862,20,157940,6,882,9298,0.09
1679,Свердловская область,Режевская,706,30,36297,4,736,9298,0.08
1791,Свердловская область,"Нижний Тагил, Дзержинская",954,34,87254,5,988,9298,0.11
131,Свердловская область,Пригородная,82,6,26183,4,88,9298,0.01
113,Свердловская область,"Екатеринбург, Октябрьская",111,2,111193,5,113,9298,0.01
1957,Свердловская область,Рефтинская поселковая,945,25,12083,4,970,9298,0.1
508,Свердловская область,Туринская,297,7,20242,4,304,9298,0.03
749,Свердловская область,Красноуфимская городская,390,15,29303,4,405,9298,0.04
259,Свердловская область,Первоуральская городская,105,6,115934,5,111,9298,0.01
367,Свердловская область,Гаринская,212,8,2580,3,220,9298,0.02
836,Свердловская область,Нижнетуринская,465,13,20140,4,478,9298,0.05
1989,Свердловская область,Тавдинская,990,21,28351,4,1011,9298,0.11
254,Смоленская область,Дорогобужская,117,5,21587,4,122,1736,0.07
1484,Смоленская область,"Смоленск, Заднепровская",489,12,74580,5,501,1736,0.29
1565,Смоленская область,Десногорская,710,22,23560,4,732,1736,0.42
304,Смоленская область,Рославльская,149,4,54704,5,153,1736,0.09
385,Смоленская область,Шумячская,223,5,8300,4,228,1736,0.13
1250,Ставропольский край,Петровская,976,33,94728,5,1009,7640,0.13
214,Ставропольский край,Шпаковская,184,0,99515,5,184,7640,0.02
1980,Ставропольский край,Невинномысская городская,1476,5,83349,5,1481,7640,0.19
1659,Ставропольский край,Шпаковская,1413,0,99515,5,1413,7640,0.18
1688,Ставропольский край,Минераловодская,1357,10,95085,5,1367,7640,0.18
2261,Ставропольский край,Апанасенковская,1058,91,22118,4,1149,7640,0.15
1630,Ставропольский край,Курская,987,50,33826,4,1037,7640,0.14
2200,Тамбовская область,Котовская городская,1391,3,23943,4,1394,4812,0.29
1300,Тамбовская область,Моршанская городская,828,8,28874,4,836,4812,0.17
2319,Тамбовская область,"Тамбов, Советская",948,27,74992,5,975,4812,0.2
1569,Тамбовская область,Знаменская,653,21,16956,4,674,4812,0.14
610,Тамбовская область,Рассказовская,412,0,14938,4,412,4812,0.09
638,Тамбовская область,Тамбовская_178,519,2,21801,4,521,4812,0.11
1366,Тверская область,Калининская-179,533,16,30361,4,549,3911,0.14
1687,Тверская область,Конаковская,538,19,67947,5,557,3911,0.14
2050,Тверская область,"Тверь, Московская",788,22,97796,5,810,3911,0.21
1123,Тверская область,Бологовская,450,15,27991,4,465,3911,0.12
1538,Тверская область,Калининская-180,503,12,21674,4,515,3911,0.13
278,Тверская область,Пеновская,219,5,5089,4,224,3911,0.06
2391,Тверская область,"Тверь, Заволжская",772,19,116077,5,791,3911,0.2
184,Томская область,Асиновская,74,2,26901,4,76,919,0.08
1330,Томская область,"Томск, Ленинская",327,12,84455,5,339,919,0.37
355,Томская область,Каргасокская,229,2,17075,4,231,919,0.25
435,Томская область,Молчановская,215,3,10430,4,218,919,0.24
103,Томская область,Томская (182),55,0,60857,5,55,919,0.06
1159,Тульская область,Богородицкая,734,10,38436,4,744,4169,0.18
1275,Тульская область,Киреевская,787,9,55226,5,796,4169,0.19
227,Тульская область,Тепло-Огаревская,146,3,9754,4,149,4169,0.04
233,Тульская область,Чернская,176,0,14490,4,176,4169,0.04
579,Тульская область,Веневская,317,5,23692,4,322,4169,0.08
1905,Тульская область,Новомосковская,899,23,206412,6,922,4169,0.22
1537,Тульская область,Узловская,1052,8,62614,5,1060,4169,0.25
111,Тюменская область,Викуловская,63,5,11638,4,68,5944,0.01
408,Тюменская область,Тобольская,334,3,15649,4,337,5944,0.06
1657,Тюменская область,"Тюмень, Центральная",767,19,145962,5,786,5944,0.13
1881,Тюменская область,Голышмановская,1637,0,18576,4,1637,5944,0.28
686,Тюменская область,Сладковская,655,0,8717,4,655,5944,0.11
3548,Тюменская область,"Тюмень, Калининская",2406,55,160701,6,2461,5944,0.41
854,Удмуртская Республика,Балезинская,446,19,24829,4,465,4381,0.11
2322,Удмуртская Республика,Глазовская городская,1066,42,66759,5,1108,4381,0.25
2497,Удмуртская Республика,"Ижевск, Индустриальная",883,13,92570,5,896,4381,0.2
155,Удмуртская Республика,Юкаменская,112,1,7529,4,113,4381,0.03
1113,Удмуртская Республика,Завьяловская 34,518,29,26526,4,547,4381,0.12
2163,Удмуртская Республика,"Ижевск, Первомайская",736,16,96349,5,752,4381,0.17
266,Удмуртская Республика,Можгинская,159,2,19513,4,161,4381,0.04
632,Удмуртская Республика,Увинская,329,10,29174,4,339,4381,0.08
1202,Ульяновская область,Сенгилеевская,564,10,17054,4,574,1944,0.3
1970,Ульяновская область,"Ульяновск, Ленинская",681,8,95761,5,689,1944,0.35
107,Ульяновская область,Вешкаймская,72,3,13693,4,75,1944,0.04
336,Ульяновская область,Николаевская,226,1,64450,5,227,1944,0.12
86,Ульяновская область,Сурская,77,0,12330,4,77,1944,0.04
601,Ульяновская область,Ульяновская,296,6,32278,4,302,1944,0.16
504,Хабаровский край,Комсомольская,258,16,51088,5,274,2339,0.12
458,Хабаровский край,Ульчская,238,24,13509,4,262,2339,0.11
1659,Хабаровский край,Хабаровская (ОИК 69),612,31,31115,4,643,2339,0.27
2414,Хабаровский край,Комсомольская городская,849,39,178774,6,888,2339,0.38
628,Хабаровский край,Хабаровская (ОИК 70),267,5,30796,4,272,2339,0.12
1578,Ханты-Мансийский автономный округ - Югра,Нефтеюганская городская,924,37,78611,5,961,2706,0.36
943,Ханты-Мансийский автономный округ - Югра,Сургутская в части №222,466,42,89473,5,508,2706,0.19
292,Ханты-Мансийский автономный округ - Югра,Нижневартовская,247,15,18530,4,262,2706,0.1
2422,Ханты-Мансийский автономный округ - Югра,Сургутская городская,946,29,287508,6,975,2706,0.36
826,Челябинская область,Сосновская,413,21,101674,5,434,8222,0.05
1137,Челябинская область,Уйская,509,13,16686,4,522,8222,0.06
531,Челябинская область,"Челябинск, Калининская",485,46,159648,6,531,8222,0.06
1088,Челябинская область,Верхнеуфалейская городская,544,8,24465,4,552,8222,0.07
262,Челябинская область,Кыштымская городская,158,3,29254,4,161,8222,0.02
2106,Челябинская область,"Челябинск, Металлургическая",1174,27,95665,5,1201,8222,0.15
1119,Челябинская область,Копейская городская,458,19,109523,5,477,8222,0.06
98,Челябинская область,Увельская,83,2,22396,4,85,8222,0.01
200,Челябинская область,Агаповская,161,3,24743,4,164,8222,0.02
1315,Челябинская область,Карталинская,524,12,32748,4,536,8222,0.07
2707,Челябинская область,"Магнитогорск, Орджоникидзевская",1361,39,154133,6,1400,8222,0.17
109,Челябинская область,Чесменская,76,0,13374,4,76,8222,0.01
2343,Челябинская область,Златоустовская городская,1051,27,118599,5,1078,8222,0.13
1740,Челябинская область,Миасская городская,630,14,132547,5,644,8222,0.08
1005,Челябинская область,Чебаркульская городская,353,8,33841,4,361,8222,0.04
2075,Чеченская Республика,"Грозный, Висаитовская",1926,0,44534,4,1926,4757,0.4
2786,Чеченская Республика,Наурская,2579,0,33108,4,2579,4757,0.54
258,Чеченская Республика,Шатойская,252,0,12760,4,252,4757,0.05
1244,Чувашская Республика - Чувашия,Канашская городская,589,29,34000,4,618,4508,0.14
2357,Чувашская Республика - Чувашия,Новочебоксарская городская,1060,19,96979,5,1079,4508,0.24
1390,Чувашская Республика - Чувашия,"Чебоксары, Калининская",655,11,128769,5,666,4508,0.15
1045,Чувашская Республика - Чувашия,Алатырская,892,9,11892,4,901,4508,0.2
394,Чувашская Республика - Чувашия,Красночетайская,319,8,11003,4,327,4508,0.07
1443,Чувашская Республика - Чувашия,"Чебоксары, Ленинская",597,19,104739,5,616,4508,0.14
456,Чувашская Республика - Чувашия,Ядринская,297,4,21282,4,301,4508,0.07
1274,Ямало-Ненецкий автономный округ,Новоуренгойская городская,912,17,66076,5,929,929,1.0
416,Ярославская область,Даниловская,214,2,30286,4,216,4333,0.05
1694,Ярославская область,"Ярославль, Дзержинская",541,18,117074,5,559,4333,0.13
1911,Ярославская область,"Ярославль, Фрунзенская",591,5,94331,5,596,4333,0.14
2621,Ярославская область,Переславль-Залесская городская,1674,33,30899,4,1707,4333,0.39
1924,Ярославская область,"Рыбинск, Пролетарская",856,9,70228,5,865,4333,0.2
1084,Ярославская область,Ярославская - 195,381,9,26094,4,390,4333,0.09
1661,город Москва,район Богородское,526,4,50712,5,530,12289,0.04
1241,город Москва,район Крылатское,470,4,41633,4,474,12289,0.04
1938,город Москва,район Фили-Давыдково,652,11,49595,4,663,12289,0.05
1844,город Москва,район Восточное Дегунино,607,14,43165,4,621,12289,0.05
1729,город Москва,район Кузьминки,681,8,60647,5,689,12289,0.06
1738,город Москва,Алтуфьевский район,504,22,24690,4,526,12289,0.04
1929,город Москва,район Северный,547,10,20582,4,557,12289,0.05
8,город Москва,район Москворечье-Сабурово,8,0,32683,4,8,12289,0.0
2237,город Москва,Новомосковская,914,11,206412,6,925,12289,0.08
1615,город Москва,район Очаково-Матвеевское,530,12,58007,5,542,12289,0.04
1572,город Москва,район Братеево,603,5,42250,4,608,12289,0.05
1695,город Москва,Нижегородский район,525,34,19534,4,559,12289,0.05
1699,город Москва,район Новокосино,505,10,44762,4,515,12289,0.04
1703,город Москва,район Ивановское,519,7,57942,5,526,12289,0.04
1372,город Москва,район Соколиная гора,505,6,41709,4,511,12289,0.04
1412,город Москва,район Хорошево-Мневники,383,2,80810,5,385,12289,0.03
1775,город Москва,район Крюково,603,12,53637,5,615,12289,0.05
1416,город Москва,район Старое Крюково,522,6,16699,4,528,12289,0.04
2251,город Москва,Тверской район,787,15,41601,4,802,12289,0.07
1620,город Москва,Ломоносовский район,525,6,39928,4,531,12289,0.04
2124,город Москва,район Теплый Стан,611,12,61909,5,623,12289,0.05
1915,город Москва,район Южное Бутово,543,8,103354,5,551,12289,0.04
1307,город Санкт-Петербург,Территориальная избирательная комиссия №30,469,7,54633,5,476,8703,0.05
547,город Санкт-Петербург,Территориальная избирательная комиссия №64,211,2,48910,4,213,8703,0.02
1394,город Санкт-Петербург,Территориальная избирательная комиссия №55,589,13,28491,4,602,8703,0.07
2134,город Санкт-Петербург,Территориальная избирательная комиссия №17,744,24,50310,5,768,8703,0.09
1455,город Санкт-Петербург,Территориальная избирательная комиссия №37,453,15,48364,4,468,8703,0.05
1264,город Санкт-Петербург,Территориальная избирательная комиссия №4,362,16,62528,5,378,8703,0.04
2600,город Санкт-Петербург,Территориальная избирательная комиссия №12,745,6,131500,5,751,8703,0.09
1256,город Санкт-Петербург,Территориальная избирательная комиссия №57,420,4,85658,5,424,8703,0.05
2202,город Санкт-Петербург,Территориальная избирательная комиссия №2,916,16,43738,4,932,8703,0.11
2419,город Санкт-Петербург,Территориальная избирательная комиссия №21,911,8,113570,5,919,8703,0.11
2987,город Санкт-Петербург,Территориальная избирательная комиссия №62,946,33,41072,4,979,8703,0.11
2753,город Санкт-Петербург,Территориальная избирательная комиссия №27,831,17,90854,5,848,8703,0.1
2540,город Санкт-Петербург,Территориальная избирательная комиссия №59,933,12,70213,5,945,8703,0.11
1806,город Севастополь,Ленинская,685,16,245986,6,701,701,1.0
